Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
BBA,2018,Female,,,,Intermediate Level,,Unemployed,business,business,Graduate,"Aug 21, 2022",,2022,Financial Management 
BBA,2018,Male,,,,Intermediate Level,2,,,,Graduate,,,1899,Human Resources Management 
BBA,2018,Male,,,,Intermediate Level,2.06,Unemployed,Free lancer,Professor,Withdrawn ,"July 10, 2019",No specific Reason,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,,,1899,Investment and Economics 
BBA,2018,Male,,,,GCE A-Level,,,,,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,2.29,Unemployed,family manger,hotel owner,Withdrawn ,"July 10, 2019",No specific Reason,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,2.32,,,,Withdrawn ,"Mar 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,3.33,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,2.32,,,,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,2.28,Unemployed,N/A,N/A,Graduate,"Oct 31, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,GCE A-Level,3.08,Unemployed,House Wife,Businessman and Chairman,Graduate,"Oct 31, 2022",,2022,Marketing Management
BBA,2018,Male,,,,Intermediate level- Commerce ,3.57,Unemployed,Housewife,Businessman,Readmission- Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,3.53,Unemployed,House wife,I don't have father,Graduate,"Aug 21, 2022",,2022,Human Resources Management 
BBA,2018,Male,,,,Intermediate Level,3.83,,,,Graduate,"Aug 21, 2022",,2022,Financial Management 
BBA,2018,Female,,,,Intermediate Level,3.79,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,,Unemployed,Housewife,No exist,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate level- Commerce ,,Unemployed,entrepreneur,Businessman,Graduate,"Aug 21, 2022",,2022,Marketing Management
BBA,2018,Female,,,,GCE A-Level,,Unemployed,Handicraft manufacture and export,Handicraft manufacture and export,Readmission-Withdrawn,"May 15, 2023",Administrative withdrawal,2023,Human Resources Management 
BBA,2018,Male,,,,GCE A-Level,3.65,,,,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,2.35,Employed,Business,Business,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,GCE A-Level,,,,,Graduate,"Aug 21, 2022",,2022,Marketing Management
BBA,2018,Female,,,,Intermediate Level,2.15,Unemployed,n/a,entrepreneur,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,GED-Testing,,,,,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,2.74,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,,,,,Readmission-Withdrawn,"May 13, 2022",Administrative withdrawal,2022,Investment and Economics 
BBA,2018,Male,,,,GCE A-Level,3.35,Unemployed,House wife,Businessman,Graduate,"Aug 21, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,2.4,,,,Withdrawn ,"Sep 1, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,2.83,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,3.06,Unemployed,Businesswomen,Businessaman,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,,Unemployed,BUSINESS WOMAN,BUSINESS MAN,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,3.18,Unemployed,house wife,supervisior at foreign country,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,2.23,Unemployed,Housewife,Businessman,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2018,Male,,,,GCE A-Level,2.78,Employed,housewife,Entrepreneur,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,2.32,Unemployed,House wife,Business Man,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Female,,,,Intermediate Level,,Unemployed,pharmasicts,Bussiness man,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2018,Female,,,,GCE A-Level,,,,,Graduate,"Oct 31, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,3.43,Employed,Principle,Business Man,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,2.92,Unemployed,housewife,business man,Withdrawn ,"Jan 6, 2020",Work Commitment,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,2.37,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,3.45,,,,Graduate,"Dec 25, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,GCE A-Level,2.44,Entrepreneur,NA,Government Officer,Graduate,"Aug 21, 2022",,2022,
BBA,2018,Male,,,,GED,2.51,Unemployed,housewife,businessman,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,2.93,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,3.89,Unemployed,Housewife,Business,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,GCE A-Level,3.83,Entrepreneur,Housewife,Businessman,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,GCE A-Level,,Unemployed,Business,Business,Graduate,"Aug 21, 2022",,2022,Financial Management 
BBA,2018,Female,,,,Intermediate Level,3.78,Unemployed,Shopkeeper,Accountant,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2018,Female,,,,Intermediate Level,,Employed,Nurse,Business,Readmission-Withdrawn,"January 14, 2022",Administrative withdrawal,2022,Marketing Management
BBA,2018,Male,,,,Intermediate Level,2.78,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,3.28,Unemployed,Housewife,Retired Government Officer,Readmission-Withdrawn,"October 1, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Female,,,,GED,,Unemployed,Housewife,Self employed,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,2.39,Unemployed,Housewife,Editor-in-chief,Graduate,"Aug 21, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,3.01,Unemployed,housewife,Office,Withdrawn ,"Mar 12, 2021",Personal Reason,2021,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,"Dec 25, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2018,Female,,,,GCE A-Level,4,,,,Readmission-Running,,,1899,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,,Employed,housewife,chef,Withdrawn ,06/06/2019,Abroad Study,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,"Aug 21, 2022",,2022,Financial Management 
BBA,2018,Male,,,,Intermediate Level,2.17,Unemployed,N/A,N/A,Readmission-Withdrawn,"September 26, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Female,,,,GED,2.33,Unemployed,Abroad,Abroad,Withdrawn ,"September 26, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Female,,,,GED,,,,,Graduate,"Oct 22, 2018",,2018,No Concentration
BBA,2018,Female,,,,,3.78,,,,Graduate,"June 6, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,,,,,Readmission-Withdrawn,"September 26, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,GED,1.67,Employed,Housewife,Project head,Graduate,"June 6, 2022",,2022,Financial Management 
BBA,2018,Male,,,,HSEB,2.44,,,,Withdrawn ,"September 26, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,GED,,,,,Graduate,"Oct 22, 2018",,2018,No Concentration
BBA,2018,Female,,,,,,,,,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2018,Female,,,,GED,,,,,Readmission-Withdrawn,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Female,,,,GED,,Unemployed,Owns a Skin Care Center,Owns a Manpower,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,Human Resources Management 
BBA,2018,Female,,,,GED,2.2,Unemployed,Housewife,Businessman,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Withdrawn ,"July 10, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,A level,,,,,Graduate,"Oct 31, 2022",,2022,Marketing Management
BBA,2018,Male,,,,GED,3.06,Employed,Housewife,Businessman,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Female,,,,Intermediate level,3.63,,,,Withdrawn ,"March 11, 2020",No specific Reason,2020,No Concentration
BBA,2018,Male,,,,Intermediate level,3.93,,,,Graduate,"June 6, 2022",,2022,Digital Marketing 
BBA,2018,Female,,,,Intermediate level,3.99,,,,Graduate,"June 6, 2022",,2022,Financial Management 
BBA,2018,Male,,,,Intermediate level,3.18,,,,Graduate,"Dec 19, 2021",,2021,Financial Management 
BBA,2018,Male,,,,A level,2.04,,,,Graduate,"June 6, 2022",,2022,Human Resources Management 
BBA,2018,Male,,,,HSEB,3.76,,,,Graduate,"Dec 19, 2021",,2021,Financial Management 
BBA,2018,Female,,,,GED,,,,,Graduate,"June 6, 2022",,2022,Marketing Management
BBA,2018,Female,,,,A level,,,,,Graduate,"Dec 19, 2021",,2021,Financial Management 
BBA,2018,Female,,,,A level,,,,,Withdrawn ,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2018,Male,,,,GED,3.84,,,,Withdrawn ,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2018,Male,,,,GED,2.05,,,,Withdrawn ,"April 2, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,GED,2.87,,,,Graduate,"Dec 19, 2021",,2021,Marketing Management
BBA,2018,Female,,,,A level,2.01,,,,Graduate,"June 6, 2022",,2022,Human Resources Management 
BBA,2018,Male,,,,GED,2.89,,,,Graduate,"December 21, 2019",,2019,No Concentration
BBA,2018,Female,,,,Bachelor of Management Studies,2.89,,,,Graduate,"Dec 19, 2021",,2021,Human Resources Management 
BBA,2018,Male,,,,Intermediate,,,,,Graduate,"December 21, 2019",,2019,No Concentration
BBA,2018,Male,,,,Transfer,,Employed,Teacher,Businessman,Graduate,"Oct 22, 2018",,2018,No Concentration
BBA,2018,Female,,,,Transfer,,,,,Readmission-Withdrawn,"September 17, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,GED,,,,,Withdrawn ,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2018,Female,,,,GED,,,,,Withdrawn ,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2018,Male,,,,Intermediate,,,,,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,Intermediate,,,,,Readmission-Withdrawn,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,GED,,,,,Readmission-Withdrawn,"September 17, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Female,,,,GED,,,,,Withdrawn ,"Jan 14, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Female,,,,Intermediate,2.27,,,,Withdrawn ,"Jan 14, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Female,,,,Intermediate,,,,,Withdrawn ,"Jan 14, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,Intermediate,,,,,Graduate,"October 25, 2021",,2021,Human Resources Management 
BBA,2018,Female,,,,Intermediate,,Unemployed,Housewife,Business man,Withdrawn ,"Sep 11, 2018",Administrative withdrawal,2018,No Concentration
BBA,2018,Female,,,,Intermediate,3.75,,,,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Female,,,,Intermediate,2.87,,,,Withdrawn ,"November 11, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,GED,,,,,Graduate,"October 25, 2021",,2021,Human Resources Management 
BBA,2017,Male,,,,Intermediate,2.16,Employed,Teacher,Government officer and Business Man,Graduate,"October 25, 2021",,2021,Marketing Management
BBA,2017,Male,,,,GED,3.45,Unemployed,Housewife,Officer,Withdrawn ,"September 1, 2021",Health Issues,2021,Financial Management 
BBA,2017,Female,,,,Intermediate,2.35,Unemployed,Housewife,Officer,Graduate,"October 25, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,Intermediate,,,,,Graduate,"October 25, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,Intermediate Level,3.26,,,,Graduate,"October 25, 2021",,2021,Digital Marketing 
BBA,2017,Female,,,,GED,,Employed,Businesswomen,Businessman,Readmission-Running,"Sum 5, 2022",,#VALUE!,
BBA,2017,Female,,,,Intermediate Level,3.74,,,,Graduate,"October 25, 2021",,2021,Digital Marketing 
BBA,2017,Female,,,,Intermediate Level,,Employed,house wife,CAO,Withdrawn ,"August 15, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,2.23,,,,Withdrawn ,"October 29, 2018",Abroad Study,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,,,,,Readmission-Withdrawn,"November 11, 2020",Administrative withdrawal,2020,No Concentration
BBA,2017,Female,,,,GED,3.32,,,,Graduate,"October 25, 2021",,2021,Human Resources Management 
BBA,2017,Female,,,,Intermediate Level,,Unemployed,Housewife,Business man,Withdrawn ,,Abroad Study,1899,No Concentration
BBA,2017,Male,,,,,,,,,Graduate,"October 25, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,Intermediate Level,,Unemployed,Teacher,Lawyer,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"Mar 20, 2018",Health Issues,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,2.72,,,,Withdrawn ,"March 20, 2018",Work Commitment,2018,No Concentration
BBA,2017,Male,,,,GED,3.2,,,,Withdrawn ,"March 20, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,GED,,,,,Graduate,"Sep 15, 2020",,2020,Digital Marketing 
BBA,2017,Male,,,,,,,,,Graduate,"Sep 15, 2020",,2020,Digital Marketing 
BBA,2017,Male,,,,,2.24,Employed,Banker,Export Import Head - Chaudhary Group,Withdrawn ,"October 29, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Female,,,,,2.98,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,2.05,,,,Graduate,"Sep 15, 2020",,2020,Digital Marketing 
BBA,2017,Male,,,,,,,,,Graduate,"Sep 15, 2020",,2020,Financial Management 
BBA,2017,Female,,,,,2.33,Unemployed,Housewife,Abroad,Graduate,"Sep 15, 2020",,2020,No Concentration
BBA,2017,Male,,,,,,Unemployed,N/A,N/A,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,,,,,Graduate,"Sep 15, 2020",,2020,Financial Management 
BBA,2017,Female,,,,,3.58,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,,,,,Graduate,"Aug 27, 2021",,2021,Human Resources Management 
BBA,2017,Male,,,,,2.87,Unemployed,Self-Employed  ,Self-Employed  ,Readmission-Withdrawn,"Dec 10, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Female,,,,,3.17,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,2.75,,,,Graduate,"Sep 15, 2020",,2020,Financial Management 
BBA,2017,Male,,,,,,Employed,House wife,Businessmen,Graduate,"Sep 15, 2020",,2020,No Concentration
BBA,2017,Female,,,,,,,,,Graduate,"Sep 15, 2020",,2020,No Concentration
BBA,2017,Female,,,,,,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,3.75,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"March 3, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,,2.14,,,,Graduate,"Sep 15, 2020",,2020,Digital Marketing 
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"May 31, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,GED,,,,,Graduate,"June 6, 2022",,2022,Human Resources Management 
BBA,2017,Female,,,,Intermediate Level,,,,,Withdrawn ,"July 18, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Female,,,,GED,,,,,Withdrawn ,"May 31, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"May 31, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,3.25,,,,Withdrawn ,"May 31, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,2.18,,,,Withdrawn ,"January 24, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Male,,,,GED,3.08,,,,Graduate,"Mar 11, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,GED,,Entrepreneur,Insurance Consultant,Business Owner,Graduate,"Mar 11, 2021",,2021,Human Resources Management 
BBA,2017,Male,,,,GED,2.77,Unemployed,N/A,Businessman,Graduate,July 2019,,2019,Human Resources Management 
BBA,2017,Female,,,,Intermediate Level,2.18,Unemployed,House wife,Retirement,Withdrawn ,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,Intermediate Level,2.74,,,,Graduate,"Mar 11, 2021",,2021,Marketing Management
BBA,2017,Male,,,,Intermediate Level,2.83,,,,Graduate,"Mar 11, 2021",,2021,Financial Management 
BBA,2017,Male,,,,A level,,Unemployed,Housewife,Government officer,Graduate,"Mar 11, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,GED,,Entrepreneur,Entrepreneur,Entrepreneur,Graduate,"Mar 11, 2021",,2021,Financial Management 
BBA,2017,Male,,,,Intermediate Level,,,,,Withdrawn ,"Sep 14, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"Jul 27, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"May 15, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,Intermediate Level,,,,,Withdrawn ,"Dec 14, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,Intermediate Level,2.88,,,,Withdrawn ,"Dec 14, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,GED,2.61,,,,Withdrawn ,"Dec 14, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,GED,,,,,Graduate,"Jan 26, 2021",,2021,Marketing Management
BBA,2017,Male,,,,Intermediate Level,2.83,,,,Graduate,"Mar 11, 2021",,2021,Human Resources Management 
BBA,2017,Female,,,,,3.27,,,,Withdrawn ,"Jan 8, 2020",Administrative withdrawal,2020,No Concentration
BBA,2017,Male,,,,GED,2.01,,,,Graduate,"Jan 26, 2021",,2021,Digital Marketing 
BBA,2017,Female,,,,,,Entrepreneur,Housewife,Businessman,Graduate,"Jan 26, 2021",,2021,Financial Management 
BBA,2017,Female,,,,,2.45,Employed,Housewife,Service,Graduate,"Mar 11, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,,2.19,,,,Readmission-Withdrawn,"December 25, 2019",Administrative withdrawal,2019,No Concentration
BBA,2017,Female,,,,,3.53,,,,Graduate,"Mar 2, 2022",,2022,Financial Management 
BBA,2017,Male,,,,,3.93,,,,Graduate,"Mar 11, 2021",,2021,Human Resources Management 
BBA,2017,Male,,,,,,,,,Graduate,"Jan 26, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,,2.51,,,,Graduate,"Jan 26, 2021",,2021,Digital Marketing 
BBA,2017,Male,,,,,,,,,Readmission-Withdrawn,"Sep 28, 2018",Administrative withdrawal,2018,No Concentration
BBA,2017,Male,,,,,3.71,,,,Graduate,"Jan 26, 2021",,2021,Human Resources Management 
BBA,2017,Male,,,,,,,,,Withdrawn ,12/05/2021,Administrative withdrawal,2021,Human Resources Management 
BBA,2017,Male,,,,,,,,,Graduate,"Jan 26, 2021",,2021,Financial Management 
BBA,2017,Female,,,,,,,,,Withdrawn ,"Aug 10, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"Sep 8, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"Oct 16, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Female,,,,,,,,,Withdrawn ,"Sep 14, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"Aug 10, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,GED,,,,,Withdrawn ,"Jul 18, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"Jul 18, 2017",Administrative withdrawal,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"June 17, 2017",Work Commitment,2017,No Concentration
BBA,2017,Male,,,,,,,,,Withdrawn ,"Apr 3, 2017",Administrative withdrawal,2017,No Concentration
